%OpenBCI Raw EXG Data
%Number of channels = 16
%Sample Rate = 125 Hz
%Board = OpenBCI_GUI$BoardCytonSerialDaisy
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, EXG Channel 8, EXG Channel 9, EXG Channel 10, EXG Channel 11, EXG Channel 12, EXG Channel 13, EXG Channel 14, EXG Channel 15, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
208.0, 43927.01165998121, 57578.652510482374, -30144.30017999413, -19824.857392890142, -21817.716576780866, -3431.0151256340896, -187500.02235174447, -3970.6979955074785, 15748.659163553617, -24199.227893260468, -187500.02235174447, 1799.9189257525118, -2251.9382538721866, -7708.535517279568, 4059.814400650788, -25576.855311018862, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695770967704428E9, 0.0, 2023-09-26 18:29:27.704
210.0, 43908.43736033885, 57647.76410433819, -30179.325363555596, -19865.69403000999, -21901.625025466088, -3459.7594690036144, -187500.02235174447, -3959.7009372354673, 15744.300573384831, -24195.003413558414, -187500.02235174447, 1807.6973328229587, -2258.956701631153, -7710.569526025001, 4076.6899677145448, -25575.49185460709, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695770967704436E9, 0.0, 2023-09-26 18:29:27.704
212.0, 43919.47912209977, 57600.73603400422, -30169.78116867318, -19841.464739020437, -21847.444396906423, -3452.182227633265, -187500.02235174447, -4003.6221150901456, 15737.282125625865, -24219.567980714797, -187500.02235174447, 1781.232867387875, -2197.824680545888, -7733.43536060278, 4035.003964305397, -25614.428593448236, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.69577096770444E9, 0.0, 2023-09-26 18:29:27.704
214.0, 43920.350840133535, 57626.79816803911, -30165.19906105984, -19847.611468745647, -21816.17430641345, -3446.7954572195363, -187500.02235174447, -3953.7330214659005, 15755.968183990502, -24188.186131499548, -187500.02235174447, 1806.8032630447465, -2283.141289131795, -7699.505412519624, 4068.7103949439997, -25573.994287728583, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 15.0, 64.0, 4.0, 48.0, 0.0, 0.0, 0.0, 1.695770967704445E9, 0.0, 2023-09-26 18:29:27.704
216.0, 43917.15454067642, 57626.93227850584, -30153.30793300962, -19845.935087911497, -21816.531934324736, -3456.406707335318, -187500.02235174447, -3993.4967748518916, 15752.660125811117, -24214.22591378998, -187500.02235174447, 1799.2260216743973, -2198.6516950907344, -7727.065113433017, 4065.5364472313463, -25600.30229095248, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695770967704449E9, 0.0, 2023-09-26 18:29:27.704
218.0, 43944.0213375117, 57611.28605738712, -30127.759889097204, -19823.002198100352, -21750.8848608595, -3421.0462476070225, -187500.02235174447, -3935.2034253124507, 15778.007004023435, -24180.228910473455, -187500.02235174447, 1814.7381323263803, -2273.6194459938342, -7690.877639159876, 4062.988348363441, -25567.15465392526, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695770967704455E9, 0.0, 2023-09-26 18:29:27.704
220.0, 43939.50628513173, 57620.36086563598, -30120.160295982398, -19814.664997418524, -21730.589476894078, -3428.9811168886563, -187500.02235174447, -3962.941940181487, 15779.482219157484, -24184.229872730957, -187500.02235174447, 1826.5398533987825, -2223.484483180581, -7698.566639252501, 4106.127215162184, -25569.076903948415, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695770967704459E9, 0.0, 2023-09-26 18:29:27.704
222.0, 43929.96209024931, 57607.598019552, -30136.20884850131, -19831.764081926834, -21756.651610928966, -3434.0996663689216, -187500.02235174447, -3950.5590737532466, 15773.44724815455, -24179.93833779554, -187500.02235174447, 1821.0860277516877, -2259.962530131642, -7690.452956015224, 4071.0126246228965, -25565.031238202006, 0.0, 0.0, 0.0, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695770967704465E9, 0.0, 2023-09-26 18:29:27.704
224.0, 43931.526712361185, 57639.87393854546, -30137.192325257343, -19824.8797446346, -21721.715834345323, -3439.374678060374, -187500.02235174447, -3976.710614765956, 15759.07507646979, -24194.086992035747, -187500.02235174447, 1827.7468475993692, -2243.8469223793654, -7708.557869024024, 4089.9445521765415, -25580.073962220427, -0.008, 0.972, 0.27, 192.0, 127.5, 96.0, 15.0, 48.0, 4.0, 56.0, 0.0, 0.0, 0.0, 1.695770967704469E9, 0.0, 2023-09-26 18:29:27.704
226.0, 43931.660822827915, 57591.795336222094, -30131.894961821436, -19825.68440743499, -21712.842191796564, -3425.6954104537263, -187500.02235174447, -3944.680564961501, 15778.968129035013, -24166.728456822453, -187500.02235174447, 1823.298850452763, -2194.7177880666004, -7678.003034353618, 4046.13513304414, -25561.67847653371, -0.008, 0.972, 0.27, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.695770967704472E9, 0.0, 2023-09-26 18:29:27.704
